,store,address,phone
963,진부,강원도 평창군 진부면 진부중앙로 53,033-336-7889
964,진안,"경기도 화성시  병점동로 126, 101호 102호(진안동)",031-222-9234
965,진접,경기도 남양주시 진접읍 장현로 131,031-572-9294
966,진접지구,경기도 남양주시 진접읍 해밀예당2로 117,031-529-9482
967,진주가호,경상남도 진주시 가좌동 진주대로 568번길 8,055-752-9444
968,진주금산,경상남도 진주시 금산면 중천로 74,055-761-9474
969,진주상대,경상남도 진주시  돗골로 126-1(상대동 302-17),055-758-9282
970,진주이현,"경상남도 진주시  진주대로 1317-5, 1층(이현동 1184)",055-743-7676
971,진주하대초장,경상남도 진주시 하대동 하대로 116,055-759-9285
972,진천읍,충청북도 진천군 진천읍 중앙동로 132,043-533-9492
973,진해웅천,경상남도 창원시 진해구 성내동 웅천중로 55-1,055-542-9999
974,창2동,"서울특별시 도봉구 창2동 도봉로 110다길 51, 태영 창동데시앙 아파트상가 109호",02-997-0092
975,창4동,"서울특별시 도봉구  노해로70길 46, 상가 125호(창동 27-3, 주공아파트)",02-902-9289
976,창5동,"서울특별시 도봉구  노해로61길 4, 101호(창동 700-72,리솜하우스)",02-998-2292
977,창녕읍,경상남도 창녕군 창녕읍 명덕로 6-1,055-533-9492
978,창원감계,"경상남도 창원시 의창구 북면 감계로 266, 204호",055-255-0770
979,창원대방,"경상남도 창원시 성산구  창이대로901번길 30, 106호(대방동 376, 대방그린빌아파트)",055-283-9494
980,창원동읍,"경상남도 창원시 의창구 동읍 용정길32번길 16, 101호(송정리 23-1, 동부산훼미리타운2차)",055-252-9282
981,창원반송,"경상남도 창원시 성산구  원이대로393번길 17, 1층2호(반지동 76-4)",055-261-9294
982,창원소답,"경상남도 창원시 의창구  읍성로89번길 2, 101호(소답동 143-24, 대력그린빌)",055-251-8294
983,창원중앙,"경상남도 창원시 성산구  용지로121번길 15(중앙동 78-2, 프린스텔)",055-285-9282
984,창원팔용,경상남도 창원시 의창구 팔용동 183-9번지,055-253-9492
985,창현,경기도 남양주시 화도읍 경춘로창벌1길 19(창현리),031-559-9285
986,천안두정,"충청남도 천안시 서북구  두정고3길 8, 1층(두정동 1981)",041-563-9494
987,천안백석,"충청남도 천안시 서북구 백석동 백석4길 31, 108호",041-557-9492
988,천안불당,"충청남도 천안시 서북구  불당8길 14, 1층(불당동 1102)",041-577-9492
989,천안성성,"충청남도 천안시 서북구  성성2길 54-1, 1동 1층(성성동)",041-556-9482
990,천안성정,"충청남도 천안시 서북구  서부19길 4, 1층(성정동 619-1)",041-578-9294
991,천안신부,"충청남도 천안시 동남구 고창읍 중앙로 281-2, 101호",041-555-9492
992,천안쌍용,"충청남도 천안시 서북구  쌍용13길 13-2, 1층(쌍용동 1370)",041-573-5959
993,천안용곡,"충청남도 천안시 동남구  새말1길 47, 상가 1층(용곡동 482-16, 더쉴아파트)",041-592-8292
994,천안직산,"충청남도 천안시 서북구 직산읍 삼은3길 38, 102호",041-583-9482
995,천안차암,충청남도 천안시 서북구 정관읍 3공단6로 50,041-554-9492
996,천호1동,서울특별시 강동구 천호1동 상암로 122,02-488-9492
997,천호3동,"서울특별시 강동구 구천면로 구천면로 238, 103호",02-486-9492
998,철산1.2동,"경기도 광명시  시청로 33, 1층(철산동 211-1)",02-2682-9294
999,철산3.4동,"경기도 광명시  시청로 50, 상가A동 126호, 127호(철산동 233)",02-2066-4377
1000,철원동송,강원도 철원군 동송읍 금학로 203,033-455-9494
1001,첨단2호,"광주광역시 북구 신용동 첨단연신로91번길 44, 대성빌딩 112호",062-576-9233
1002,첨단중앙,"광주광역시 광산구  월계로 223-22, 1층(쌍암동 694-56)",062-973-9277
1003,청담,"서울특별시 강남구  삼성로135길 41, 1층(청담동 35-1)",02-541-9294
1004,청라1호,"인천광역시 서구 연희동 청라라임로 100, 104호",032-568-9233
1005,청라2호,"인천광역시 서구 청북읍 보석로 7, 1층 101호(경서동)",032-565-9294
1006,청룡,"서울특별시 관악구  쑥고개로 82, 1층(봉천동 1562-27)",02-886-9294
1007,청북,"경기도 평택시 청북읍 안청로 312-19, 102호",031-684-9004
1008,청수,"충청남도 천안시 동남구  청수6로 105, 1층(청수동 349)",041-566-8294
1009,청주가경,"충청북도 청주시 흥덕구  경산로 28, 1층(가경동 1478-4)",043-236-9294
1010,청주강서지구,충청북도 청주시 흥덕구 오창읍 서현북로 24,043-239-8292
1011,청주금천,충청북도 청주시 상당구 금천동 중고개로273번길 64,043-223-9989
1012,청주동남지구,"충청북도 청주시 상당구  중고개로 104, 상가2동 103호(용암동, 칸타빌 더 테라스 2단지)",043-286-0902
1013,청주봉명,"충청북도 청주시 흥덕구  덕암로108번길 61, 102호(봉명동 2748)",043-272-9294
1014,청주분평,"충청북도 청주시 서원구  청남로 1994, 1층(분평동 1232)",043-295-9277
1015,청주용암,충청북도 청주시 상당구 용암동 2183번지,043-297-9289
1016,청천2동,"인천광역시 부평구  평천로 158, 102호(청천동 3-10, 럭스96)",032-522-9482
1017,청파,서울특별시 용산구  청파로47길 17(청파동3가 24-26),02-712-9892
1018,초월,"경기도 광주시 초월읍 경충대로1127번길 55, E편한세상 B-106호",031-765-9492
1019,초지,경기도 안산시 단원구 초지동 742-9번지 메가쇼핑 113호,031-484-9244
1020,춘천석사,강원도 춘천시 석사동 벌말길 60,033-263-9582
1021,춘천소양,강원도 춘천시  서부대성로47번길 4(요선동 4-18),033-243-8892
1022,춘천효자,"강원도 춘천시  서부대성로 180-1, 1층(효자동 608-21)",033-257-8892
1023,충남논산,충청남도 논산시 내동 1169번지 1층 101호,041-733-9282
1024,충남당진,"충청남도 당진시  무수동7길 78(읍내동 1096, 이안아파트)",041-352-9294
1025,충남태안,충청남도 태안군 태안읍 동문리 터널길 25,041-674-9252
1026,충남합덕,충청남도 당진시 합덕읍 미락4길 33,041-363-9272
1027,충무공,"경상남도 진주시  범골로60번길 12, 107호(충무공동 83-1, 준스타워)",055-761-9248
1028,충무로,서울특별시 중구 충무로4가 120-3 진양상가 2층,02-2268-9295
1029,충북괴산,충청북도 괴산군 괴산읍 읍내로13길 21,043-833-9495
1030,충북오창,"충청북도 청주시 청원구 오창읍 구룡4길 6, 101호(구룡리 429-2)",043-217-9289
1031,충북옥산,"충청북도 청주시 흥덕구 옥산면 가락길 28, 101호",043-263-9966
1032,충북옥천,"충청북도 옥천군 옥천읍 양수로 30-2, 103호(양수리 125-2)",043-731-9279
1033,충북증평읍,충청북도 증평군 증평읍 초중로 45,043-838-9482
1034,충주호암용산,"충청북도 충주시  호암중앙2로 15, 102호(호암동 133-10)",043-855-9599
1035,충효탑정,"경상북도 경주시  충효녹지길 6-17, 1층(충효동 3016)",054-772-8294
1036,칠곡왜관,"경상북도 칠곡군 왜관읍 2번도로길 71, 1층(왜관리 210-75)",054-972-9294
1037,칠금문화,충청북도 충주시 칠금동 칠금3길 16-1,043-856-8294
1038,칠성고성,"대구광역시 북구  호암로 30, 102호(칠성동2가 378-26)",053-354-9494
1039,칠암.망경,경상남도 진주시 주약동 진주대로 849-10,055-762-9285
1040,탄현,경기도 고양시 일산서구 탄현동 현중로26번길 81,031-912-9492
1041,태백,강원도 태백시  상장남길 67,033-553-9482
1042,태장우산,"강원도 원주시  현충로 304-3, 1층(태장동 1284-5)",033-747-9492
1043,"태평2,4동","경기도 성남시 수정구 태평동 탄리로96번길 20, 102호",031-755-9492
1044,통영죽림,"경상남도 통영시 광도면 죽림3로 43-16, 1층(죽림리 1569-29)",055-645-9294
1045,통진,경기도 김포시 통진읍 조강로36번길 39 (주공아파트 상가 101호),031-989-0290
1046,퇴계원,"경기도 남양주시 퇴계원읍 퇴계원로 94, 1층(퇴계원리 95)",031-529-9973
1047,파장,"경기도 수원시 장안구  파장로 67, 101호(정자동 429-22)",031-268-9492
1048,평내,"경기도 남양주시  경춘로1286번안길 4-2, 102(평내동 588-6)",031-594-9492
1049,평창장평,강원도 평창군 용평면 금송1길 49,033-332-4509
1050,평촌스마트,"경기도 안양시 동안구  시민대로327번길 7, 108호(관양동 1746-3, 대명글로벌비즈스퀘어)",031-423-9992
1051,평택팽성,"경기도 평택시 팽성읍 송화택지로 72, A 1층",031-656-8294
1052,포승,"경기도 평택시 포승읍 여술1길 79, 101호,102호(도곡리 1118-6)",031-684-9404
1053,포천,경기도 포천시 신읍동 포천로1585번길 12-1,031-536-9288
1054,포천일동,경기도 포천시 일동면 기산6리 91-36,031-532-9492
1055,포항동해,"경상북도 포항시 남구 동해면 일월로 100, 101호(도구리 697-21)",054-283-9294
1056,포항양덕,경상북도 포항시 북구  천마로 103(양덕동 1321),054-244-9494
1057,포항양포,경상북도 포항시 남구 장기면 동해안로 3268,054-276-9492
1058,포항오천,경상북도 포항시 남구 오천읍 냉천로340번길 16 다운빌딩 1층,054-292-9294
1059,포항죽도,"경상북도 포항시 북구  죽파로 24, 101호(죽도동 201-2)",054-277-8294
1060,포항효곡,"경상북도 포항시 남구  효자동길10번길 27, 1층(효자동 222-7)",054-282-9294
1061,포항흥해,경상북도 포항시 북구 흥해읍 한동로 40번길 20,054-262-8294
1062,표선,제주도 서귀포시 표선면 표선중앙로 106,064-787-8295
1063,풍기,경상북도 영주시 풍기읍 기주로 89,054-637-9294
1064,풍납1호,서울특별시 송파구 풍납2동 토성로 27,02-474-8292
1065,풍덕천1동,"경기도 용인시 수지구  수지로342번길 42, 1층 5호(풍덕천동 715-5)",031-262-9294
1066,풍동,"경기도 고양시 일산동구 풍동 고풍로 72-41, 104호",031-932-9492
1067,풍무,"경기도 김포시  풍무로146번길 52-14, 1층(풍무동 156-2)",031-981-9482
1068,풍향산수,광주광역시 북구 풍향동 579-5번지,062-269-9492
1069,하남신장,경기도 하남시  신평로61번길 18(신장동427-134),031-791-9492
1070,하남풍산,"경기도 하남시  덕풍동로111-10, 113,114호(덕풍동 743, 트윈렉스1)",031-792-9290
1071,하늘도시1호,"인천광역시 중구 강현면 하늘달빛로 64번길 6-3, 스카이프라자 105호",032-746-9492
1072,하복대,충청북도 청주시 흥덕구 복대동 죽천로 120,043-236-5594
1073,하안3.4동,"경기도 광명시  하안로287번길 11, 107호(하안동 52-1, 동명빌딩)",02-893-9282
1074,하월곡,서울특별시 성북구 하월곡동  오패산로3길 122,02-941-9282
1075,하이닉스,"경기도 이천시 부발읍 경충대로2092번길 31, 109호(아미리 670-5)",031-635-9492
1076,학동사거리,"서울특별시 강남구  도산대로50길 21,101호(논현동 99)",02-518-9492
1077,학익,"인천광역시 미추홀구  소성로 168, 1층",032-873-9922
1078,한라초,"제주특별자치도 제주시  연화로3길 3-1, 1층(연동 1527-11)",064-745-9245
1079,한림,제주도 제주시 한림읍 한림상로158-1,064-796-9454
1080,한성대,"서울특별시 성북구  삼선교로2길 3, 1층(삼선동1가 23)",02-762-9294
1081,함덕,"제주특별자치도 제주시 조천읍 조함해안로 434, 2층(함덕리 3114-1)",064-782-5469
1082,함안가야,경상남도 함안군 가야읍 가야로 135 1층,055-583-9282
1083,함안칠원,경상남도 함안군 칠원읍 구성길 43,055-587-9030
1084,함열,전라북도 익산시 함열읍 함열1길 28,063-862-9994
1085,해남,전라남도 해남군 해남읍 법원길 4(구교리 400-1),061-537-9494
1086,해운대중동,"부산광역시 해운대구 중동 달맞이길65번길 15, 103호",051-701-9235
1087,행당,"서울특별시 성동구  행당로 75, 1층(행당동 347)",02-2294-9294
1088,행신2호,"경기도 고양시 덕양구 행신동 중아로 478, 109호",031-972-9294
1089,향남2지구,"경기도 화성시 향남읍 상신하길로298번길 7-27, 111호(하길리 1470-5)",031-352-4837
1090,향남지구,"경기도 화성시 향남읍 행정서로3길 4-16, 102호(행정리 426-5)",031-359-9282
1091,향동,"경기도 고양시 덕양구  꽃내음2길 50-7, 101호(향동동 460-10)",02-3159-9494
1092,헬리오시티,서울특별시 송파구  송파대로37길 88 2층,02-422-9294
1093,현풍,"대구광역시 달성군 현풍읍 현풍중앙로14길 85, 상가 101호(중리 286-2, 금성아파트)",053-617-9492
1094,호계동,경기도 안양시 동안구 호계동 711-1 대영골든타워 제1층 117호,031-452-9292
1095,호매실,경기도 수원시 권선구 금곡동  서수원로523번길 30-35,031-292-8294
1096,호수동,"경기도 안산시 단원구 고잔동 광덕2로 194-8, 108호",031-410-9475
1097,호원1호,경기도 의정부시 유가면 회룡로137번길 38,031-875-0006
1098,호평,"경기도 남양주시  호평로69번길 3-1, 101호(호평동 194-7)",031-592-9392
1099,홍농읍,"전라남도 영광군 홍농읍 상하길 33, 102호",061-356-9004
1100,홍성읍,충청남도 홍성군 홍성읍 문화로33번길 10,041-631-9255
1101,홍은2동,"서울특별시 서대문구  백련사길 6, 1층(홍은동 271-21)",02-395-9293
1102,홍제1호,서울특별시 서대문구 홍제동 155-6번지,02-732-9595
1103,홍제2호,서울특별시 서대문구 홍제동 문화촌길 36,02-720-9492
1104,홍제내곡,강원도 강릉시  남산초교길12번길 16,033-655-9582
1105,홍천,강원도 홍천군 홍천읍 연봉리 502-5번지,033-436-9292
1106,화곡1동,서울특별시 강서구  곰달래로19길 46(화곡동 422-1),02-2694-9294
1107,화곡2.8동,"서울특별시 강서구  곰달래로 212, 1층(화곡동 848-15)",02-2692-9294
1108,화곡4동,서울특별시 강서구 화곡4동 등촌로5가길 37,02-2643-9294
1109,화곡본동,서울특별시 강서구 화곡본동 29-27번지,02-2601-8292
1110,화북삼양,제주도 제주시  진동로1길 13,064-759-9282
1111,화서1동,경기도 수원시 팔달구 화서동 219-1번지 101호,031-248-6999
1112,화성남양,"경기도 화성시 남양읍 역골동로 20-10, 1층(남양리 2067-4, 명작캐슬)",031-356-9207
1113,화성마도,"경기도 화성시 마도면 두곡서길 35, 1층",031-356-5708
1114,화양,"서울특별시 광진구 맹동면 능동로19길 53, 1층",02-461-9993
1115,화정1동,경기도 고양시 덕양구  은빛로29번길 15-4(화정동 923-11),031-967-9592
1116,화정2동,"경기도 고양시 덕양구  중앙로 628, 111호(화정동 1148-1, 예일프라자)",031-973-9294
1117,화천,강원도 화천군 화천읍 중앙로 37번지 ,033-442-9994
1118,황상인의,경상북도 구미시 인의동 여헌로 80,054-473-9482
1119,황성금장,경상북도 경주시 황성동 용담로116번길 7,054-771-9294
1120,회덕,경기도 광주시 구룡포읍 이배재로 108,031-797-9293
1121,효성2동,"인천광역시 계양구  마장로 549, 107호(효성동 506-19, 영진빌딩)",032-547-8294
1122,효자중화산1호,"전라북도 전주시 완산구  효동3길 24, 1층(효자동1가 104-10)",063-232-8294
1123,효자중화산2호,"전라북도 전주시 완산구  용머리로 101, 201호,202호(효자동1가 810, 신원리브웰)",063-223-9492
1124,후곡,"경기도 고양시 일산서구 일산동 일산로 576, 118호",031-913-9289
1125,후평,강원도 춘천시  부평길 8(후평동 832-12),033-253-9952
1126,흥덕지구,"경기도 용인시 기흥구 영덕동 흥덕1로79번길 9, 105호",031-212-9293
